# YYYYMMDD, RMM1, RMM2, Phase, Amplitude,RMM1_filt,RMM2_filt,Phase_filt,Amplitude_filt
19910823,2.23604045889842,1.311841792033532,5,2.592451700833866,2.695104439148415,0.8164442945576078,5.0,2.816055614513527
19910824,2.3115302644416618,1.2873594465581917,5,2.645839471334637,2.7585315726177178,0.784183069449371,5.0,2.867828363682146
19910825,2.154237427444869,1.1849620630775832,5,2.458632543658643,2.590344817507951,0.6785276333398806,5.0,2.677738975851851
19910826,1.6484063234627695,1.303093077408895,5,2.101260330283478,2.076237123045251,0.7932872349425539,5.0,2.222625750825817
19910827,1.5026601716869357,1.6410037714771757,6,2.2250575205096443,1.922256614252046,1.1255960284029873,5.0,2.227562998029981
19910828,1.2079800941866472,1.5639589295044545,6,1.976153698761284,1.6222211127478525,1.0439430249125117,5.0,1.92909781449992
19910829,0.8782450966301188,1.7874418354387245,6,1.991547831419422,1.2903070581342992,1.2634961519960968,5.0,1.805911080419004
19910830,0.563631594305899,1.618273733895502,6,1.7136191093460356,0.973855417868428,1.0918802342906242,6.0,1.4630778588121136
19910831,0.3129796288105189,1.3685152589318217,6,1.4038483757085738,0.7205186480934204,0.8387325802182,6.0,1.1057212412583244
19910901,0.3691552035507757,1.511672449535605,6,1.5560941999100155,0.7718099331859705,0.9758748289680121,6.0,1.2441954246732625
19910902,0.7159305291871365,1.799526984597824,6,1.9367121342414084,1.1092069463990097,1.2547163076838772,6.0,1.6747098443335422
19910903,1.0735667069622208,1.7443013375966074,6,2.0482022924113283,1.4518024549909614,1.192570193929821,5.0,1.8788171906195643
19910904,1.1696406010562344,1.6692763188221302,6,2.0382695023523145,1.5293335047147847,1.1130508150369396,5.0,1.8914922906260023
19910905,1.0748863804744722,2.0531921554087984,6,2.3175372182473657,1.4139215863581451,1.4928487225307556,6.0,2.056154556625363
19910906,1.0780875351718222,2.524870203213287,6,2.7454038458061434,1.393847276596169,1.957678625570344,6.0,2.403188679960345
19910907,1.0095359849867265,2.7577088257024904,6,2.936685354671237,1.2993394071326079,2.180953667636536,6.0,2.5386692961677726
19910908,0.609041906826424,2.432833587868453,6,2.507909749279598,0.8741053214321675,1.8491173681698538,6.0,2.0453105275785
19910909,0.1160841614968029,2.496158729517316,6,2.498856525592439,0.360112542846132,1.903107707029623,6.0,1.936878929636712
19910910,-0.1669346321111822,2.7810199229001453,7,2.7860256608591434,0.05570047430456809,2.1728651136701713,6.0,2.1735789254229165
19910911,-0.3535394674850034,2.962550263502046,7,2.983570716246831,-0.1529905875527321,2.335357288806011,7.0,2.3403631740093447
19910912,-0.5565778531376694,2.960878405034038,7,3.012736270568708,-0.37893008130208056,2.3116393426559014,7.0,2.342491079391811
19910913,-0.7610837306359812,2.981380693440367,7,3.076991921383244,-0.6066991760284828,2.306118688922508,7.0,2.3845895448884504
19910914,-1.334837365990231,3.0450512860197465,7,3.3247748988667265,-1.197714199485703,2.34013975819643,7.0,2.628834987507075
19910915,-1.6147929520362352,2.810786586464222,7,3.241616496841212,-1.4912077179789578,2.0747668953725684,7.0,2.5550651906152875
19910916,-1.559048627840614,2.456455222003428,7,2.909433773379213,-1.4464579209892483,1.6898004959613462,7.0,2.2243350092429304
19910917,-1.6242190838978794,2.1711462945525115,7,2.711450509385552,-1.5195410801660905,1.3739740541030137,8.0,2.048611675174336
19910918,-1.5056141597476491,1.7444933045572533,7,2.304372124392609,-1.4070956067988463,0.9176951593148976,8.0,1.679905489038776
19910919,-1.2806143171271336,1.4230348158354904,7,1.9144192634611004,-1.18567338848047,0.5689851412011268,8.0,1.3151294518253425
19910920,-1.023788950066861,1.0733540154765444,7,1.483318123943285,-0.9325652867024643,0.19402338456427393,8.0,0.952535084771278
19910921,-0.77014025456285,0.7758081347228014,7,1.0931579362563324,-0.6832020286562799,-0.12499860793315565,1.0,0.6945427733014599
19910922,-0.5084015601241118,0.465551518426304,8,0.6893550338147014,-0.4245846089629654,-0.45081233716028796,2.0,0.6192768795168728
19910923,-0.3126915798720195,0.4925259189156922,7,0.583401923999747,-0.2318638522613885,-0.43774029714657037,2.0,0.4953558455610055
19910924,-0.138597129193332,0.4534390503588843,7,0.4741478003861243,-0.061636054876781976,-0.4904642741073578,2.0,0.4943219673820203
19910925,-0.174704041766781,0.6558768948739115,7,0.6787459049151554,-0.10158169250666506,-0.30308913519139347,2.0,0.319658980983775
19910926,-0.2580469552904971,0.7691689253376023,7,0.8113008485387513,-0.1878373097134589,-0.20722004180398002,2.0,0.2796837511290799
19910927,-0.4619006548669301,1.1757841055809988,7,1.2632578825811491,-0.39129541148305685,0.178390792041771,8.0,0.4300411302805642
19910928,-0.5367496883546825,1.323360429349971,7,1.4280696950492957,-0.46200271063094,0.3043999926690035,8.0,0.553268343724115
19910929,-0.6309791148704567,1.321748891218727,7,1.464634689893913,-0.5488873945049846,0.28280871502825433,8.0,0.6174610442306486
19910930,-0.7334640583397124,1.5701400778540222,7,1.7330058825519306,-0.6419804560399233,0.5134282172994615,8.0,0.8220385880580856
19911001,-1.136866957583153,1.6023587190973816,7,1.9646933460242024,-1.0309685763988725,0.5307666155481898,8.0,1.1595729410875355
19911002,-1.3916800007515209,1.4730384221008666,7,2.026478575627476,-1.2683046053084253,0.39101747835150746,8.0,1.3272118294465778
19911003,-1.4448735345819097,1.0340994954364733,8,1.7768008603659526,-1.3022235711132846,-0.05079888990180392,1.0,1.3032140101987435
19911004,-1.690988628975351,0.5988380222392576,8,1.793892282218574,-1.526782241241068,-0.48342284885085374,1.0,1.6014873283795206
19911005,-1.7842691885473014,0.3743815798309729,8,1.8231231731608208,-1.5979211091077636,-0.7027804253971275,1.0,1.7456380487528202
19911006,-1.7184487160975002,0.0439181249510622,8,1.7190098288131932,-1.5112447608658057,-1.0231216416044313,1.0,1.825003731712265
19911007,-1.749827532068017,-0.192319655921364,1,1.7603645196484048,-1.5218653832368825,-1.2443663832877812,1.0,1.9658387371683
19911008,-1.5974303498200917,-0.4189253859766241,1,1.6514485161645225,-1.3508487601992232,-1.452583568736625,2.0,1.983630862104996
19911009,-1.4049054869014763,-0.7637931281714402,1,1.599105803181199,-1.1426808313290957,-1.776670738215265,2.0,2.112410564809154
19911010,-1.0939101326226837,-1.061949300844077,1,1.524590337047235,-0.8212265978945551,-2.0503208953829684,2.0,2.20867129721321
19911011,-0.8454120989618478,-1.210775277024082,2,1.4767187912814748,-0.5689876255732107,-2.1728666886242705,2.0,2.2461292404019058
19911012,-0.3648542106471223,-1.1436358500447434,2,1.2004255714264411,-0.09159179956036945,-2.078363544578059,2.0,2.080380753895253
19911013,-0.0917252244245662,-1.227328389387936,2,1.2307511902059334,0.1738962653078353,-2.132886561412703,3.0,2.1399637835587115
19911014,-0.0251410971510214,-1.1245893012067536,2,1.1248702908134127,0.23357274146170912,-2.002651078201401,3.0,2.016226070304412
19911015,0.1310884765603547,-0.9495857985868652,3,0.9585913506624024,0.38236372567883714,-1.802737613727759,3.0,1.842841534875925
19911016,0.1650254190439856,-0.5206249444388007,3,0.5461535697059458,0.40728004791355765,-1.3508519205468223,3.0,1.4109138700408004
19911017,0.1410524513570771,-0.4816301439690478,3,0.5018599302728664,0.3721333650799345,-1.2914255501744456,3.0,1.3439729138078214
19911018,0.3656052244760172,-0.3548238661048158,4,0.5094773362199021,0.5807889834045051,-1.1468996848749418,3.0,1.2855717523383434
19911019,0.3473614733075035,-0.2548638265981673,4,0.4308312468317731,0.5436009304176308,-1.0306327847210137,3.0,1.1652063802145547
19911020,0.3041363854057504,-0.2218057367693556,4,0.3764262554491541,0.48052659318532676,-0.9829107044529208,3.0,1.0940837535062995
19911021,0.3321208144095229,-0.092417515942503,4,0.3447393691138678,0.4883721960917726,-0.84249891775067,3.0,0.9738130356113288
19911022,0.2730619491044659,0.179785374442782,5,0.3269336460388579,0.40764955470458786,-0.564804148031581,3.0,0.6965499874987643
19911023,0.3515602931561528,0.4232815357525472,6,0.5502380377918951,0.46337158361958286,-0.3223026891360998,4.0,0.5644397646609259
19911024,0.3237772554592809,0.5008623243257578,6,0.596401525049815,0.41465100116695125,-0.2504244590436212,4.0,0.4844046474344
19911025,0.3751780013036558,0.4954605422168293,6,0.6214818433035678,0.447552005923741,-0.2644554070250002,4.0,0.5198456119956413
19911026,0.4141652068753909,0.6688327677682482,6,0.7866829665288748,0.47005739674801145,-0.10153931902784319,4.0,0.4808993549030354
19911027,0.8430925643172704,0.7607252747409622,5,1.13556506446649,0.8813733886959029,-0.020267931914015658,4.0,0.8816063970760252
19911028,0.9051562926941128,1.048900557646734,6,1.3854603184629215,0.9269438397272807,0.25713599649605623,5.0,0.961947920992802
19911029,0.6103303688678824,1.2470221733428597,6,1.3883686325940798,0.6211054481534445,0.443941825862314,5.0,0.7634502750512677
19911030,0.3399022717944514,1.3906941483981294,6,1.4316297596654757,0.3427694568482103,0.5751191719319962,6.0,0.6695169620493286
19911031,-0.0328887594317813,1.576751840488125,7,1.5770948091283703,-0.034310394298534934,0.7474650147544439,7.0,0.7482520641059281
19911101,-0.4164460437576269,1.6456602799764133,7,1.6975349965327449,-0.4174290385946864,0.801517711623911,7.0,0.9037021878411688
19911102,-0.195416269449061,1.7662212595279256,7,1.7769988902567724,-0.1976905763287132,0.9069303790718058,7.0,0.9282264144337352
19911103,0.251640839026406,1.779138048122504,6,1.7968459327786197,0.24508196014522557,0.9054257501359645,6.0,0.9380090384414748
19911104,0.1143999157285114,1.573101970621695,6,1.5772562095907412,0.10702702527497797,0.6874799297238101,6.0,0.695761049435987
19911105,-0.1805963358130131,1.4245291742910409,7,1.435931197834841,-0.18659698876609937,0.5278534311317775,7.0,0.5598639843517048
19911106,-0.385188054015158,1.4588084020208156,7,1.5088047556799753,-0.38949456206026734,0.5505256150962033,7.0,0.6743770953639904
19911107,-0.4719951619098614,1.7030554775136746,7,1.7672513664885496,-0.47512403037772055,0.7823603753459839,7.0,0.9153308697699856
19911108,-0.5873551982272421,1.7702383291437935,7,1.8651353492050848,-0.5891925569733266,0.8378884302534502,7.0,1.024307029530383
19911109,-0.6284891008917164,1.8342120813369995,7,1.9388998192950264,-0.6294518669601243,0.8894825437781013,7.0,1.0896737348883598
19911110,-0.7055243215812224,1.8876676702881,7,2.0152056475192666,-0.7016043691856985,0.9294557988234354,7.0,1.1645328560530064
19911111,-0.7883683253005297,1.8792511196057795,7,2.0379179048422773,-0.7761466780585234,0.907518677839673,7.0,1.1941498300000504
19911112,-0.8229943539583361,1.771404078408055,7,1.953251677497805,-0.80249605416972,0.7870964108767329,8.0,1.124064356241672
19911113,-1.0874046852586772,1.454109779284161,7,1.8157324141327529,-1.0552644360559948,0.4625484968166672,8.0,1.152186678412806
19911114,-1.1240829878289282,1.349407851881152,7,1.7562642495492855,-1.0771399370875863,0.35139040060858506,8.0,1.133007351127481
19911115,-0.909323176972472,1.4004079688982105,7,1.6697338469148073,-0.8478467437545287,0.3982905407163355,8.0,0.9367387339697598
19911116,-0.8028787827948531,1.378992679431991,7,1.595692686512402,-0.727475286792773,0.37423679993011216,8.0,0.8180913612281687
19911117,-0.9842262509150204,1.5370405472925972,7,1.8251561459260857,-0.8938866707745283,0.5289988158763279,8.0,1.0386881762044502
19911118,-0.9592729821635676,1.2079523652353097,7,1.542515338979345,-0.8548362929529009,0.20111616480263428,8.0,0.8781758363188876
19911119,-0.9728878795871628,0.9921523244355404,7,1.3895600242992212,-0.8558058074581614,-0.011010507817060589,1.0,0.8558766332606034
19911120,-0.8810828931263629,0.7378922295995979,8,1.149257154453862,-0.7552252479403636,-0.2609194950901058,1.0,0.7990270070808992
19911121,-0.6900821913604467,0.6039562028467329,8,0.9170477227439584,-0.5588912555783672,-0.38830715943471616,1.0,0.6805452855102456
19911122,-0.4446192028552019,0.8117558962310185,7,0.9255451748096466,-0.31242198898829343,-0.17654489921734684,1.0,0.3588531742134441
19911123,-0.1976497253070794,0.988820388118845,7,1.008380470791391,-0.06822845835730248,0.001842701170265526,8.0,0.068253337481892
19911124,-0.1595315294345117,1.2051840662012987,7,1.2156968957389054,-0.034862761894892055,0.21619593605753218,7.0,0.2189888009345055
19911125,-0.1745824311035884,1.3015276481279354,7,1.313184390743156,-0.05641325210209068,0.3101818278063514,7.0,0.3152700767818334
19911126,-0.3320789944045706,1.7554694888467368,7,1.7866028055492844,-0.22009336873769664,0.757485950462709,7.0,0.7888130679132422
19911127,-0.4444224321259887,1.9598618401394217,7,2.0096192999201263,-0.33746743491588416,0.9508904147526644,7.0,1.008997943752712
19911128,-0.6919929112167956,2.0450930768509994,7,2.15899510934096,-0.5866561206435512,1.021871831242441,7.0,1.1782985374578554
19911129,-1.0306357856517347,1.901036807222244,7,2.1624409969013514,-0.9244505719725631,0.8622133778414571,8.0,1.2641284622019922
19911130,-1.413322926459088,1.8936146891012025,7,2.36289193261874,-1.3043058070484979,0.8375100959678776,8.0,1.55004412812944
19911201,-1.6299199133071869,1.866369489231324,7,2.477897091109496,-1.5163822847055732,0.7931596185579519,8.0,1.711291154035423
19911202,-1.665981126515128,1.8389181747858845,7,2.481353092057328,-1.547453838934361,0.7487725317183234,8.0,1.7190909481143104
19911203,-1.4469513567378096,1.9523063440470911,7,2.430055203029739,-1.3236974797060705,0.8432095062843907,8.0,1.5694512701159502
19911204,-1.1075237769294362,2.181039406095599,7,2.4461279213086726,-0.9825431269153515,1.0496612971265573,7.0,1.437769047842526
19911205,-1.030783679995541,2.1205887297663195,7,2.357840443235522,-0.9022856236024853,0.9680443932523868,7.0,1.3233402033744412
19911206,-1.0967632851956304,2.05768468074962,7,2.3317281036057307,-0.9616755265643286,0.8850089444261218,8.0,1.3069279437317949
19911207,-1.2027089403029445,2.204991921128373,7,2.5116723845529743,-1.0574928703942308,1.0136209149623685,8.0,1.4648271332084817
19911208,-1.3872542963637249,2.5083412354741634,7,2.866400222641574,-1.2282881743692053,1.299582563163238,7.0,1.7881853029742658
19911209,-1.6739033245635302,2.619819302210651,7,3.108923530133917,-1.4966747070779325,1.3954787215674798,8.0,2.046312791621658
19911210,-1.94541251809127,2.565826712316751,7,3.21995288524295,-1.7451385270284416,1.3268293197452021,8.0,2.192255578680213
19911211,-2.149666382452043,2.4644241779659737,7,3.2702373132217355,-1.92144104713123,1.2121378064781458,8.0,2.271830486522797
19911212,-2.376737907249084,2.130859576691589,8,3.192091103858568,-2.116763804958255,0.8709496516578878,8.0,2.2889391214500097
19911213,-2.6882394661460407,1.7210538089141958,8,3.191967675356881,-2.3938441558308785,0.4582307379832027,8.0,2.4373069670516028
19911214,-2.756225718200114,1.22726330309537,8,3.017110442922548,-2.426649825289204,-0.03412203999695018,1.0,2.4268897148798665
19911215,-2.633863041888885,0.7178045775917649,8,2.7299226976308075,-2.26934542827022,-0.5394304603373316,1.0,2.3325766641957766
19911216,-2.5591287360543467,0.4284593703688414,8,2.59474802625534,-2.1616425881981645,-0.8240202155779549,1.0,2.313375887051907
19911217,-2.3645105819768983,-0.0708391537002732,1,2.3655714907771657,-1.9360442107742444,-1.314829508933636,1.0,2.340308488989247
19911218,-2.05563961460078,-0.5139308929731983,1,2.1189099055571643,-1.5985675015531424,-1.7449737260495792,2.0,2.366506150768514
19911219,-1.7219830866937578,-0.9933476051577635,1,1.9879550335789853,-1.237578678249338,-2.2090195950585008,2.0,2.532068039411619
19911220,-1.4228110995332266,-1.2463139619770829,1,1.891478235871077,-0.9106601694525424,-2.4435498867773537,2.0,2.607726594832547
19911221,-1.225278558781806,-1.3918531200256523,2,1.854336176192322,-0.6842833035537866,-2.5665582538920964,2.0,2.6562125122331857
19911222,-0.8501272024405268,-1.4603493136432375,2,1.6897740612838248,-0.28278480165515574,-2.612156874508003,2.0,2.6274190341638626
19911223,-0.5929072708058905,-1.4578435590184815,2,1.573800137992802,-0.002671997535096504,-2.587627739699113,2.0,2.587629119257852
19911224,-0.383880129131503,-1.1953318303754568,2,1.2554609266125167,0.2232908645775767,-2.304295803491219,3.0,2.315089190547752
19911225,-0.1594781881343248,-0.898590700629762,2,0.9126327518497752,0.46154395857326524,-1.9863913864779663,3.0,2.0393071288968065
19911226,0.0128396389151694,-0.7931105423766668,3,0.7932144658013257,0.6438212894166885,-1.861268982625862,3.0,1.96947406136544
19911227,-0.3554107687274972,-0.6106689241245244,2,0.7065644694002626,0.2858513473186687,-1.6588431080440258,3.0,1.6832918492849247
19911228,-0.4529567199368464,-0.4642333508342638,2,0.6486003346921395,0.1967769653946757,-1.4950533090476836,3.0,1.5079474695772286
19911229,-0.3718007698355874,-0.2980669928410036,1,0.4765288497789135,0.2836394188179856,-1.3149987656229833,3.0,1.3452408979425858
19911230,-0.3336226962707268,0.0666104303683227,8,0.3402073674992986,0.32767397488135863,-0.9382791589205964,3.0,0.9938500962817738
19911231,-0.3633955628732387,0.5271537235987447,7,0.6402713357788085,0.3068954923793499,-0.4671327551818486,3.0,0.5589256249328246
19920101,-0.3792907987692856,0.6770534559420289,7,0.7760559852446778,0.3031074023643989,-0.30833929049144293,3.0,0.4323739300985433
19920102,-0.4658044227741363,0.7782979801011461,7,0.9070399694089948,0.23022248689146801,-0.19966994684298411,4.0,0.3047465851207725
19920103,-0.4881505052292569,0.9781321130695492,7,1.0931758076235862,0.2209017118172119,0.009123019811579258,5.0,0.2210900173555038
19920104,-0.2441357963987041,1.13821766489509,7,1.1641055535313198,0.47593494841085227,0.18076400945643822,5.0,0.5091067689921318
19920105,-0.1633268534823288,1.3765932124215043,7,1.3862483664745633,0.5665177483144698,0.43064885376019424,5.0,0.7116184331509872
19920106,-0.209541315887019,1.5536142870837526,7,1.5676813821993358,0.5271248127657249,0.6149967559289817,6.0,0.8099886283377514
19920107,-0.4175226248531824,1.7250411534163212,7,1.7748498875240697,0.3235902270191446,0.792849602062392,6.0,0.85634171130034
19920108,-0.5672614741993119,2.188085604319391,7,2.2604212421450414,0.1771874346904162,1.260835172286968,6.0,1.2732245358490697
19920109,-0.9137370131153304,2.528359066949234,7,2.6884037830209446,-0.16461979134534954,1.6047268948880846,7.0,1.6131484999465302
19920110,-1.2306823233081363,2.773828932323661,7,3.0345849677837218,-0.4759475642867349,1.851755505868431,7.0,1.911942608308242
19920111,-1.7412199703154236,2.733445331397834,7,3.240921221622929,-0.9783174092966934,1.8134380329596254,7.0,2.060500534510357
19920112,-2.1861631215522466,2.759656399095203,7,3.520655142882098,-1.4161661792371665,1.8420273913813656,7.0,2.32348693945424
19920113,-2.5305488329924266,2.6560177465724,7,3.668529360147859,-1.752920591669378,1.7396784791909947,8.0,2.4696582378253904
19920114,-2.66217861580991,2.2133899637450924,8,3.462122198028699,-1.8753576245871173,1.2990762401825062,8.0,2.2813516383722505
19920115,-2.8017869067283585,2.1727873089356047,8,3.545562657828245,-2.0051528503153118,1.2584599102531593,8.0,2.3673528040497067
19920116,-2.7818026966749163,2.178106204863363,8,3.5330684797909195,-1.9745337357874757,1.260165365345033,8.0,2.342391987216919
19920117,-2.7289627555944587,2.0908557820976443,8,3.4378649803261405,-1.909624224386457,1.1673497678604634,8.0,2.238162228009278
19920118,-2.8500184536072046,1.6891816527776575,8,3.312995599451086,-2.0154613432030333,0.7605437415629676,8.0,2.154184580943883
19920119,-3.058424918439301,1.610207753565854,8,3.4564044889703003,-2.204798769169493,0.6746165121941385,8.0,2.305698386835602
19920120,-3.0299786912526576,1.3532767482212378,8,3.318452776027017,-2.155339399223445,0.41028779660123116,8.0,2.19404284413153
19920121,-2.821801342258262,1.2703617284102553,8,3.0945729489188034,-1.9262528022091638,0.3208908117111272,8.0,1.9527981900491616
19920122,-3.0767157192724954,1.3444079150046184,8,3.357620029000532,-2.1566828576394044,0.387512257766776,8.0,2.1912203673649926
19920123,-3.162665384078788,1.2807097916685273,8,3.412135680497754,-2.2177328445930966,0.3186071936240631,8.0,2.240502067353652
19920124,-3.4041657730738635,1.1336255690921977,8,3.5879592446775623,-2.433015576773311,0.16848583234977854,8.0,2.4388424042000265
19920125,-3.655327458445275,1.0956753361614142,8,3.816008814289666,-2.657565372114903,0.13120317249749158,8.0,2.6608021308503247
19920126,-3.84413810423271,0.6385788248298881,8,3.896816736765405,-2.8188144477700208,-0.3201868254630338,1.0,2.836941045238181
19920127,-3.806038704102973,0.274640618643171,8,3.815934759208881,-2.7542562177300125,-0.6753991293782879,1.0,2.835858123543804
19920128,-3.538286098624209,-0.226478281150103,1,3.5455268899770074,-2.4631300952488786,-1.1615462095131943,1.0,2.723269994502054
19920129,-3.1424701952956333,-0.4187496096286742,1,3.170247650245252,-2.0506008316060322,-1.336974968585715,1.0,2.447951355155597
19920130,-2.5597687668938547,-0.3707824435960996,1,2.5864832805267426,-1.458165330153067,-1.2736426286723321,1.0,1.9360815260809063
19920131,-2.4235849657961563,-0.3422709233602127,1,2.4476342601399845,-1.3138256004619169,-1.2336613549464732,1.0,1.802236956428728
19920201,-2.3118476490040885,-0.2971104361914026,1,2.330861249302407,-1.1969144585029428,-1.1810346306240742,1.0,1.6815014182886483
19920202,-2.179523458869227,-0.3099649833437232,1,2.201454246324587,-1.0612964827820652,-1.188186289749939,2.0,1.593153126198266
19920203,-2.0162073833365635,-0.2226453299939322,1,2.028463249750653,-0.8954990850224094,-1.0986452742756063,2.0,1.4173708230255393
19920204,-2.0070467936694323,-0.1431049835131446,1,2.012142109366296,-0.8841950015085998,-1.019515050064887,2.0,1.3495227815793265
19920205,-2.0553255097131764,-0.0825656908553569,1,2.056983238673604,-0.9286579245532347,-0.9617787548664435,2.0,1.3369457409139565
19920206,-1.8525541811523445,-0.0707465446156034,1,1.853904546539568,-0.7221561902069791,-0.9557349968229887,2.0,1.19788937185639
19920207,-1.5650955050472102,0.0258142305393807,8,1.565308376779899,-0.4307709693316404,-0.8682389177628665,2.0,0.96922775772104
19920208,-1.5620953670037918,-0.0729658767061601,1,1.5637985659215223,-0.4217984707212059,-0.9765007700110568,2.0,1.0637047070192625
19920209,-1.7627112192127452,-0.2105347031587774,1,1.7752396186353654,-0.6107655145254456,-1.1218454393543904,2.0,1.2773299117822998
19920210,-1.7482516309833065,0.0224761558974308,8,1.7483961058123292,-0.5825015395746842,-0.8992496181755603,2.0,1.0714279814321486
19920211,-1.0745088039557578,0.1135848889778423,8,1.0804955792517348,0.09998601834290399,-0.818459003346687,3.0,0.8245437186852616
19920212,-0.3330869025633614,0.0656469556969661,8,0.3394943408240167,0.8452760478946648,-0.8748572095799285,3.0,1.2164977329606508
19920213,0.0276437088779477,0.3733565070998608,6,0.3743784930178777,1.2071515069206908,-0.5745975036065228,4.0,1.3369282149059996
19920214,-0.0095780168183632,0.569714210326621,7,0.5697947172923404,1.1711850351258417,-0.3870010033322264,4.0,1.233468347012954
19920215,-0.0040817854916216,0.7220547523613832,7,0.7220662894641032,1.179761991535647,-0.24363444978468263,4.0,1.2046560097364063
19920216,0.2542158660294891,0.6064260031100864,6,0.6575547154337787,1.438835856450741,-0.3664406142835481,4.0,1.4847650809487816
19920217,0.4910276670590635,0.3676848440363104,5,0.613433219145713,1.6740902301332048,-0.610094194864038,4.0,1.7817948886542034
19920218,0.5169770892812782,0.4382901748307501,5,0.6777636669185744,1.6984991833981546,-0.5439114281593753,4.0,1.7834626762807708
19920219,0.3495842483611033,0.5521197141778205,6,0.6534870507408664,1.5304686566508416,-0.4331846749767636,4.0,1.590592113530479
19920220,0.422233962705837,0.5543956206731327,6,0.696875902499019,1.6025294237493277,-0.4320013858557896,4.0,1.6597366512081593
19920221,0.1523482005115563,0.5363256914235827,6,0.5575439188800227,1.3340722370129448,-0.4503668431644883,4.0,1.408040847060436
19920222,0.1494120943437691,0.5454395814870981,6,0.5655336515089197,1.3330175134031566,-0.4416694450948917,4.0,1.404281876892942
19920223,-0.0786011011084974,0.7075989771143283,7,0.7119511538783485,1.1091107038507557,-0.27983310121221217,4.0,1.143867613813051
19920224,-0.256286573300885,0.8185764946094065,7,0.8577588735660703,0.9405867244718527,-0.16933767721603776,4.0,0.9557084467438864
19920225,-0.2258115373644203,0.7226534715526046,7,0.7571122045997635,0.9804864923254719,-0.2625419745553884,4.0,1.015028103077028
19920226,-0.2998776799160699,0.7986997123047634,7,0.8531399963356289,0.914005416847022,-0.18275971329457885,4.0,0.9320981787500796
19920227,-0.2031769914056617,0.6349246415619423,7,0.6666409755627216,1.0152317658840975,-0.3402367048137651,4.0,1.07072711451736
19920228,-0.1575357571765408,0.5949246276089727,7,0.6154289782947021,1.0619117250944248,-0.37205482532607514,4.0,1.1252027839200511
19920229,-0.5639218962427057,0.8799755767472579,7,1.045162628844735,0.6567545514656357,-0.08062317032754696,4.0,0.6616846956553347
19920301,-0.0732978647846865,0.9746954226383976,7,0.9774475658030148,1.1463609295514519,0.020692724204338875,5.0,1.1465476743847445
19920302,0.3922746741828902,1.2051033724752034,6,1.2673411373250698,1.6107615198927245,0.2558842963382054,5.0,1.6309596705864982
19920303,0.3557563266131092,1.345676806078373,6,1.3919082693707026,1.5722318688989052,0.3983529396459028,5.0,1.621911870018182
19920304,0.06612757133368,1.549870168145682,6,1.5512802434758253,1.2805470810599202,0.6015017934310896,5.0,1.414780984573902
19920305,-0.2128478766772761,2.049970727599652,7,2.06099107291164,1.0001354649044818,1.096676000171903,6.0,1.4842402762062306
19920306,-0.7170735831986447,2.187280516509862,7,2.3018233167697715,0.4979520785605197,1.229950580423811,6.0,1.3269267887971858
19920307,-1.0548559309466894,2.183558320220594,7,2.425004736667125,0.1640655702518039,1.22278405087557,6.0,1.2337416043960414
19920308,-1.0429193392060907,2.42482447709196,7,2.6395936226613297,0.1794557473116889,1.459128437782311,6.0,1.4701224993816815
19920309,-1.2596378682401768,2.416493152753507,7,2.725092056501806,-0.03264516883357271,1.4463902344233133,7.0,1.4467585898425832
19920310,-1.8677075970820107,2.2862306521490825,7,2.95214875353934,-0.6317204037438944,1.3127362377143612,7.0,1.4568277517657346
19920311,-2.374101684190784,2.28072633723649,8,3.2921226332325,-1.125188596434064,1.3029875706448648,7.0,1.7215765991672474
19920312,-2.46266731317814,2.149475209668026,8,3.26878784450344,-1.2022937035220909,1.1659417311565352,8.0,1.674792605065225
19920313,-2.5923998840518854,2.057134773036636,8,3.3094320711065697,-1.3197903002606448,1.067703570182183,8.0,1.6975975231019462
19920314,-2.350729898200759,2.009443665193839,8,3.0925385847039326,-1.0661085917326163,1.014937164870256,8.0,1.4719663644258232
19920315,-2.24787948492857,2.158693665907633,8,3.116555874999271,-0.9512165059426461,1.1576896573634194,7.0,1.4983518224849492
19920316,-2.202853022854436,2.108849717607016,8,3.0495587503358768,-0.8960348207690167,1.1030806326435154,7.0,1.4211492821458909
19920317,-2.3909538653453764,2.062063659949238,8,3.1573354151710338,-1.0722049892334424,1.0491769808631217,8.0,1.5001319528995247
19920318,-2.8171043562966545,1.960742390756236,8,3.432286071581748,-1.4829870095454745,0.9397841277841137,8.0,1.755689231417558
19920319,-3.4219773782392067,1.859601416879814,8,3.89461764578274,-2.0666859107787534,0.8292955773470234,8.0,2.2268636708201823
19920320,-3.5601657857091564,1.6773258963482611,8,3.9355053785117096,-2.180956954962464,0.6380753093696245,8.0,2.272380544676944
19920321,-3.400950001173179,1.4172062820243865,8,3.6844178042520137,-1.997105080440503,0.37291027516413844,8.0,2.031622695198166
19920322,-3.01163439525769,1.1935002228235407,8,3.2395037448008908,-1.5843396022754257,0.14749855067408668,8.0,1.591190685552555
19920323,-2.777330871603593,0.7977455056340065,8,2.889630540764966,-1.328221084103253,-0.2448608451773867,1.0,1.3506028586366183
19920324,-2.86736442432298,0.4828258538802505,8,2.907730996335158,-1.395814786879145,-0.5529579819790786,1.0,1.501353205979475
19920325,-2.6501629229833843,0.2730751833386486,8,2.6641947327684723,-1.1592959194680592,-0.7503553666414464,1.0,1.3809417819527774
