# YYYYMMDD, RMM1, RMM2, Phase, Amplitude,RMM1_filt,RMM2_filt,Phase_filt,Amplitude_filt
20050902,0.9811757257806232,-0.6503409538694142,4,1.1771359994244133,0.9892886322294024,-0.5437081931295599,4.0,1.1288536650667051
20050903,1.3012930946087002,-0.8537477741195014,4,1.556357600261036,1.311587350233272,-0.7537162738434133,4.0,1.512729188833327
20050904,1.5824313078466354,-0.8270640304446404,4,1.7855317847936916,1.594066165464323,-0.7330105218291453,4.0,1.7545231161174155
20050905,2.0272377796951626,-0.9910338252939616,4,2.2565108150195416,2.036878290318814,-0.8971335590720824,4.0,2.225695799606369
20050906,2.323965087731682,-0.7562216991396555,4,2.443907728873042,2.329989772851847,-0.6588228782731531,4.0,2.4213425876010035
20050907,2.6064152188026783,-0.5614869834575302,4,2.6662085299913154,2.6044419418345046,-0.45638919593344873,4.0,2.644127252337048
20050908,2.544485084123739,-0.2982402361608118,4,2.561903897845008,2.5316898351089403,-0.18204658678143232,4.0,2.5382266212757094
20050909,2.426919854627457,0.2826073128833367,5,2.443318823665896,2.3982665761927464,0.4080385548804383,5.0,2.4327305713441008
20050910,2.116044600745468,0.7063914446458597,5,2.230836978672559,2.068883864189737,0.8371302827832834,5.0,2.2318305387859265
20050911,1.8513380686898309,0.5012591689150705,5,1.917997236442644,1.7844720989480332,0.6394695009867464,5.0,1.89559012305304
20050912,1.9112182161755795,0.1257697717781359,5,1.9153519533846743,1.821616158234973,0.2758688551243923,5.0,1.8423867816423305
20050913,1.974253690449348,-0.1009486437304836,4,1.976832886949196,1.8586152116210757,0.0648121387762444,5.0,1.8597449067552267
20050914,1.833962816178497,-0.2132167493921551,4,1.8463155183626447,1.6926361496119489,-0.03193210792124637,4.0,1.69293732739563
20050915,1.5204845135219602,-0.0018640655542785,4,1.520485656164011,1.355423903309114,0.19178581097857736,5.0,1.3689250362800824
20050916,1.1656421580050855,0.5840082798912422,5,1.303758916172879,0.9788801364045615,0.7821111309853157,5.0,1.252958156786787
20050917,0.6827191314735856,0.9522965921452786,6,1.1717398226106162,0.47704703985305397,1.1488257096880128,6.0,1.243935042304351
20050918,0.3373111503658567,1.0636082758907728,6,1.1158142214116469,0.1158366274249196,1.2559524329919007,6.0,1.2612829334417617
20050919,-0.0554689781435953,0.9088098575130292,7,0.9105010514267114,-0.28814664218959,1.0947708922654968,7.0,1.1320564446868042
20050920,-0.596428911707344,0.8626057889393962,7,1.0487212183569878,-0.8328572308276758,1.0401116600056868,7.0,1.3324726759756576
20050921,-0.8889422252419605,0.632880885320852,8,1.091217895208209,-1.1213624816323107,0.8028811095378882,8.0,1.3791562243869853
20050922,-1.0255975570032,0.579359234225402,8,1.177925070288079,-1.24910629463475,0.7421440158489319,8.0,1.4529433146398154
20050923,-0.8495986792096083,0.530760546362231,8,1.0017607864602431,-1.0622342611827533,0.6861924690283985,8.0,1.2645954808482274
20050924,-0.6667811043224424,0.5841506797073612,8,0.8864699981860796,-0.8688421016534893,0.7323252914478098,8.0,1.1363040658643142
20050925,-0.5369113297509679,0.3396989515855269,8,0.635349631087686,-0.7277338830453256,0.48390906754113716,8.0,0.8739362620813719
20050926,-0.5403866281442935,0.1617437040433979,8,0.5640733406879261,-0.7205063842615183,0.3056596197732617,8.0,0.7826603688200531
20050927,-0.3027664319258476,0.1628271849434729,8,0.3437734784094388,-0.47351952109846246,0.3080408864758886,8.0,0.5648981541854856
20050928,-0.2075079221716399,0.0970213509363847,8,0.2290691605203819,-0.36996279600266446,0.24684880715937782,8.0,0.4447547684085207
20050929,-0.27270757770394,0.169629031072194,8,0.32115951039887,-0.4266094438575051,0.3241389676567268,8.0,0.5357813807346972
20050930,-0.3785165684718502,0.2323372670802806,8,0.4441344371719429,-0.5251117177821985,0.3920002054122986,8.0,0.6552911392621265
20051001,-0.4538953761162784,0.16408130560638,8,0.4826424010685677,-0.5942014419620107,0.33168248144488893,8.0,0.6805061514249318
20051002,-0.2947006259563041,-0.0607667490186017,1,0.3009004099786626,-0.4337804552613706,0.11424238346778652,8.0,0.4485719625067562
20051003,-0.3565376673329498,-0.5119685257910392,2,0.6238837068139151,-0.49768988537188696,-0.3285020084918374,1.0,0.5963294320965997
20051004,-0.8039122489130908,-0.5541115827686526,1,0.976378282281455,-0.9438604319021997,-0.36363490791278763,1.0,1.011485472541919
20051005,-1.1183564525866294,-0.4607092437488749,1,1.2095346883482962,-1.25484638502044,-0.26559331851939805,1.0,1.2826454150859516
20051006,-1.3556608637481538,-0.463542659965187,1,1.4327205502490676,-1.486923765342496,-0.2647405112790996,1.0,1.510307856780407
20051007,-1.23223679123804,-0.5943681309655172,1,1.36809392396431,-1.3609965067101917,-0.3922147266945937,1.0,1.4163840874259563
20051008,-1.2482139634260143,-1.128106908424176,1,1.682457516648201,-1.3749391013447156,-0.9195975996829676,1.0,1.6541213007966766
20051009,-0.963694362186837,-1.5988113073321302,2,1.866789870382784,-1.0888850464238704,-1.379839768927754,2.0,1.7577338911906182
20051010,-0.7501372132894704,-1.8727043973998845,2,2.017356586923233,-0.873330159523946,-1.6402359847154897,2.0,1.858246391921618
20051011,-0.5899458774897484,-1.7740807999383446,2,1.8695985727094,-0.7109090172834523,-1.5281569471787806,2.0,1.6854243637926012
20051012,-0.2374684676934335,-1.5686987109763608,2,1.5865708049020577,-0.35788453754018257,-1.3108391898540002,2.0,1.3588159271466618
20051013,0.1442096310824798,-1.5418757126273044,3,1.5486048982509717,0.02350478198908261,-1.2719632777981174,3.0,1.2721804332889597
20051014,0.7521776157661234,-1.410937981289501,3,1.598911239783154,0.6266093375654664,-1.130442371469718,3.0,1.2924934108684316
20051015,1.2924987697343802,-1.062227466148899,4,1.6729854331720873,1.1580581243866392,-0.7762644656213071,4.0,1.3941610882692983
20051016,1.3499208514340908,-0.764615271173195,4,1.551426059484563,1.207733348180092,-0.47648127516063327,4.0,1.2983274802163738
20051017,1.4028197617969125,-0.1343085117166791,4,1.409234565431708,1.2527227161026901,0.1499244730499337,5.0,1.261662217496823
20051018,1.5958975982035566,0.1000088256349291,5,1.5990281139356988,1.4362004001203725,0.3766390647041502,5.0,1.484765494738861
20051019,1.5099072157250613,0.1384126684277625,5,1.5162380640519155,1.3400565427504385,0.4080526887702803,5.0,1.4008063872573229
20051020,1.281360712925513,0.0921294453532531,5,1.284668483045364,1.1008203922645126,0.35570995109895964,5.0,1.1568643418034024
20051021,0.941190227003446,0.0497823764594225,5,0.9425058771237164,0.7512496393384388,0.30901845073089357,5.0,0.8123228566883096
20051022,0.787043297660275,-0.1217902646012778,4,0.796410711218533,0.5883510539647876,0.13470993707111445,5.0,0.6035757863327355
20051023,0.5691554537829417,-0.4073034255625755,4,0.6998814264187004,0.3611793054200137,-0.15236143529401303,4.0,0.3920006347297607
20051024,0.6307765135485265,-0.6075534574497622,4,0.8757854838392759,0.4134706257220074,-0.35305057598272294,4.0,0.5436935419302686
20051025,0.8577290612048547,-0.5451737241846549,4,1.0163235370573327,0.6292385710385571,-0.2922234908829862,4.0,0.6937836463238982
20051026,1.1919181736271534,-0.5763374857740466,4,1.3239463093838204,0.9498199897114162,-0.3245458362318371,4.0,1.0037370236624816
20051027,1.3763614918395726,-0.867526749886794,4,1.6269522482199648,1.1193586204032075,-0.6152528678487689,4.0,1.2773017703217615
20051028,1.6554223768589444,-0.8563963777934596,4,1.8638234899536688,1.3816053219934776,-0.6066515846423839,4.0,1.5089265757185857
20051029,1.9291070781605453,-0.9215979249826868,4,2.137942200888862,1.6372600285678234,-0.6751333511663107,4.0,1.7709956078440636
20051030,2.1072578377026736,-0.7499429591951317,4,2.2367275284678056,1.79588947401136,-0.5092407411198542,4.0,1.866693637231642
20051031,2.0814212202517344,-0.6148416995979529,4,2.1703328343087653,1.7514528152686684,-0.38110690013652765,4.0,1.7924367306670037
20051101,2.093252983838711,-0.509432019059472,4,2.1543511868756857,1.7455981182321527,-0.28438866872824464,4.0,1.7686123671615146
20051102,2.086566210045091,-0.5628316340820645,4,2.1611427526254303,1.7205379859061627,-0.3452505634197052,4.0,1.7548358648282918
20051103,1.8251684947885871,-0.5289222165651392,4,1.900262809598982,1.44308372007526,-0.3160288639525516,4.0,1.4772829336309927
20051104,1.5428345229474352,-0.1520693825609121,4,1.5503107631410218,1.1467357236816136,0.056170476458924395,5.0,1.1481105967602672
20051105,1.4006527942138922,0.0179216752956304,5,1.40076744550428,0.9914508094998282,0.22104772086563385,5.0,1.015793681097572
20051106,1.179513920215219,0.0182796315266688,5,1.1796555568937166,0.7582075448561342,0.2154932982843831,5.0,0.7882360323419939
20051107,1.1406515924162153,0.2869449054187936,5,1.176190220171656,0.7060132730971325,0.47521014559504604,5.0,0.8510460764646007
20051108,1.0227342588210036,0.4802101323887036,5,1.1298615558620106,0.5757990629845624,0.6601842656392596,6.0,0.8760067497066153
20051109,1.041416386431877,0.6746383147174069,5,1.24084041907635,0.581681235995734,0.8441768790121739,6.0,1.0251768936960388
20051110,1.103904573330654,0.7860027665595698,5,1.3551404562109537,0.6312430951871127,0.9414841224187385,6.0,1.1335167391741456
20051111,1.2083352570211556,0.5411850613220677,5,1.323992206910053,0.7209099509287137,0.683964355724257,5.0,0.9937396023352084
20051112,1.1581448746542915,0.5357152218974783,5,1.2760448070740578,0.6575893085771362,0.6671515881543683,6.0,0.9367576742850052
20051113,1.0497792581587837,0.5820911426665344,5,1.2003610245385503,0.5400007356424675,0.7027452775097546,6.0,0.8862571407648393
20051114,1.042965365778772,0.8694100658669601,5,1.3578109650628247,0.5251743365839462,0.9767537981492392,6.0,1.1089887582862834
20051115,0.7762110642196881,0.8423973466610424,6,1.1454854455114762,0.2516232096259988,0.9358197351126049,6.0,0.9690576950051608
20051116,0.2481962242506163,0.975167780071198,6,1.006257206195936,-0.2782266949610739,1.056559649496549,7.0,1.0925787782733256
20051117,-0.0493126321641716,0.8807395782412473,7,0.8821190057875009,-0.5724021671966995,0.9522259023319339,7.0,1.1110258368207933
20051118,-0.3856307143168613,0.8756408120870005,7,0.9567956310607372,-0.9009116339995038,0.9356386663418444,7.0,1.298869310681256
20051119,-0.5465601887417993,0.7667973722779413,7,0.9416508111024102,-1.0535567867028597,0.8140171272970104,8.0,1.3313924238707882
20051120,-0.7265631951552033,0.6664110258058525,8,0.9858994532251992,-1.2230700821621032,0.7026538527686144,8.0,1.4105399188575245
20051121,-0.8557691317018691,0.3897769642834091,8,0.9403546611038628,-1.337724462479263,0.4198869329351741,8.0,1.4020740971735912
20051122,-1.0519020690392782,-0.0070748758746906,1,1.0519258608465507,-1.516031070017186,0.021881329814719044,8.0,1.5161889716825916
20051123,-0.8335038167578318,-0.238824834680401,1,0.8670443553878857,-1.2806751365192524,-0.20661854205728222,1.0,1.2972355326695622
20051124,-0.3340939273715553,-0.3022325150388767,1,0.4505144231356804,-0.7701664808818711,-0.2664848161533723,1.0,0.814966603925745
20051125,-0.2332208955983238,-0.4736162495942009,2,0.5279245571323243,-0.6592683454854914,-0.43420090744331075,1.0,0.7894081196591355
20051126,-0.0207826759374501,-0.4710944224892234,2,0.471552621156511,-0.437349576488574,-0.4293294776134109,1.0,0.6128608752421216
20051127,0.1183248429116276,-0.2589675112786804,3,0.2847190551191382,-0.2891279926363926,-0.2157337491532729,1.0,0.3607437409708963
20051128,0.2929358186043717,-0.0158834364012205,4,0.2933661149030763,-0.10756989828836094,0.02809416325627925,8.0,0.1111780779957936
20051129,0.5147251297753143,0.0415301633456235,5,0.5163978250242038,0.11925039838233265,0.08782771933888465,5.0,0.1481025516276304
20051130,0.5725522550810529,-0.0219906230301073,4,0.5729744080669322,0.18154728273339327,0.032340940125526865,5.0,0.1844054019709876
20051201,0.4219335756979177,-0.1996429375154985,4,0.4667817957044252,0.03482601655247908,-0.13248144214134971,3.0,0.1369824220137946
20051202,0.1683911592252183,-0.2509877554346637,3,0.3022423462775251,-0.21438552754979695,-0.16990315503116596,1.0,0.2735475032098615
20051203,-0.0989207963660357,-0.3616224097472716,2,0.3749081103218685,-0.4758079182324397,-0.2663808008858182,1.0,0.5452998314076927
20051204,-0.2862479613741057,-0.5291404960069758,2,0.6016041554920809,-0.656392485575704,-0.41751232419436296,1.0,0.777925212327271
20051205,-0.0455555858818972,-0.3483045748941484,2,0.3512711037037296,-0.4129116834541819,-0.22377465125677043,1.0,0.4696500323411633
20051206,0.2081297175690053,-0.256520411158383,3,0.3303342257112027,-0.16123552490911788,-0.1226171587960834,1.0,0.2025632299405365
20051207,0.1541197543347376,-0.6680884662730564,3,0.6856348134709065,-0.2188986669219163,-0.522221015317107,2.0,0.5662432473937522
20051208,0.2948423922789242,-0.8234101104463641,3,0.8746063378858243,-0.08315041477730217,-0.6658813786723934,2.0,0.6710529054704143
20051209,0.6190126329535055,-0.9735299594489082,3,1.153662525048215,0.23186920036935588,-0.8057623411835827,3.0,0.838460658915833
20051210,0.8872753643642961,-0.82894060660752,4,1.2142487807243776,0.48554031875080733,-0.6555802086237197,3.0,0.8158031693195089
20051211,0.5712402687941371,-0.8275290675739978,3,1.0055445302779429,0.15465031239753124,-0.6507414218017286,3.0,0.668865544914065
20051212,0.3283327641693173,-0.7128681711949847,3,0.7848461209243163,-0.10109482643207107,-0.5331104717463678,2.0,0.5426112227156433
20051213,0.410309411260669,-0.511061134022546,3,0.6553909487302122,-0.03128963427264225,-0.32989454776690214,2.0,0.3313750954118981
20051214,0.1167864398747617,-0.5702905613013268,3,0.5821257569013792,-0.3313445348337539,-0.38881833622693185,2.0,0.5108511518539193
20051215,-0.0911563697967803,-0.6686330423361203,2,0.6748182192695922,-0.5437293874988695,-0.4863934880695107,1.0,0.7295342843666232
20051216,0.0946712768600458,-0.5934459157730295,3,0.6009498361843534,-0.36486617363454427,-0.41096314347628904,2.0,0.5495616707509963
20051217,0.5126791790178467,-0.5252185566437257,3,0.7339580865698885,0.04359580732241536,-0.3433544828946284,3.0,0.3461111025955839
20051218,0.9443757175898194,-0.6262882848540959,4,1.1331736458807942,0.46261827876456335,-0.443645472692734,4.0,0.6409656599911158
20051219,1.217637004319335,-0.8114437227389424,4,1.46324324343569,0.7219842730039194,-0.6264607845123124,4.0,0.955884096005776
20051220,1.2967942640858452,-0.6768055425972829,4,1.46278539295973,0.7874015921798548,-0.49024716050644257,4.0,0.9275470585107798
20051221,1.1046062685207536,-0.2487645183616172,4,1.132271519579571,0.5846119264918656,-0.06346450796449415,4.0,0.5880466379188862
20051222,0.8179216264453694,-0.3136189669075579,4,0.8759866685122567,0.29069818357221977,-0.12900199165172893,4.0,0.3180360793719806
20051223,0.4636726739847325,-0.2390693011622859,4,0.5216766041892006,-0.06760535824352104,-0.054196902109373474,1.0,0.0866474965679207
20051224,0.1051378964043727,-0.0482060515764104,4,0.1156624427760548,-0.4279058341449931,0.13618527075142975,8.0,0.4490543740628328
20051225,-0.1865703085674576,-0.2002790201119169,2,0.2737154835517091,-0.7197700375437245,-0.013483578784368039,1.0,0.7198963215925809
20051226,-0.125452178065489,-0.396369570758262,2,0.4157488251390063,-0.6604150477462236,-0.20349201513591408,1.0,0.6910550162712965
20051227,-0.0753903197220632,-0.4225153719291816,2,0.4291886995532963,-0.6121067626963824,-0.22183081609853017,1.0,0.6510634376998798
20051228,-0.0717160105775158,-0.1776394109284282,2,0.1915696909434092,-0.607087054246243,0.027495215441028453,8.0,0.607709369933959
20051229,-0.0264173438108236,0.4360723285349462,7,0.4368717795508304,-0.5572352561935735,0.6369850431700101,7.0,0.8463220876046053
20051230,-0.434665151091304,0.48952644604578,7,0.6546525299358723,-0.9562818386460888,0.6828514290796115,8.0,1.1750578833063552
20051231,-0.7543513592648974,0.3040806748613707,8,0.813333283500033,-1.2615053211109697,0.48945214432244566,8.0,1.3531293643894995
20060101,-0.8742801842750191,-0.0091260196857728,1,0.8743278131520617,-1.3633043687970603,0.16920693515502114,8.0,1.3737648229903496
20060102,-0.8099643291717433,-0.5541301338733524,1,0.9813778170496475,-1.2790518833852982,-0.37807162817065254,1.0,1.3337585525195654
20060103,-0.5823415671204686,-0.96598445103793,2,1.1279395641803571,-1.0296826267772263,-0.790134690120697,1.0,1.297905674700199
20060104,-0.4245430117817145,-1.1330304521805703,2,1.2099565175745768,-0.8489798372758606,-0.9540406183213297,2.0,1.2770905471061529
20060105,-0.0619857129985999,-1.1942387805881391,2,1.1958463503630348,-0.46418586406106876,-1.0099760150861434,2.0,1.1115395033211402
20060106,0.154703143819462,-1.3220483152864135,3,1.33106904804344,-0.22758215774047116,-1.1292538157917045,2.0,1.151958254018753
20060107,0.5916438957612787,-1.3098571005496475,3,1.4372780257319433,0.22465256052523036,-1.1037920642763304,3.0,1.1264216324760212
20060108,0.5216503688724424,-1.4466349430404342,3,1.5378139568134876,0.16794565223533592,-1.2226280202030644,3.0,1.2341089975729118
20060109,0.2912252066033362,-1.5558310131675248,3,1.5828525713075878,-0.04947856951638285,-1.3146816721461336,2.0,1.3156124155382318
20060110,0.4161895686303832,-1.6712179082925795,3,1.722261029587144,0.08794436457354077,-1.4150936699372656,3.0,1.4178237922805368
20060111,0.5862011444243699,-1.7644630748076893,3,1.8592906507817024,0.2695230449177356,-1.4944762161933987,3.0,1.5185854709266338
20060112,0.8355141107761925,-1.966770888798228,3,2.136883608980681,0.5271564171479108,-1.6821710790222202,3.0,1.762836755697759
20060113,1.16366003996935,-1.8783309999606528,3,2.2095773428496805,0.8582758836206734,-1.5780939657312585,3.0,1.796390285289435
20060114,1.3843549258270011,-1.5787616677831304,3,2.099744499772021,1.0771481630798085,-1.2605015506564496,3.0,1.6580447293223184
20060115,1.503803010246916,-1.4612503072116558,4,2.096825208250283,1.189753881843279,-1.1228772992570006,4.0,1.6359607967637388
20060116,1.7900339137009476,-1.2474920307702384,4,2.181847331743169,1.4638787622695182,-0.8898598535934081,4.0,1.7131233433880406
20060117,2.062077641852784,-0.7443267319828474,4,2.1923016409639904,1.7182762685880515,-0.37291841656021807,4.0,1.7582779872940053
20060118,2.3957791658955854,-0.2315514457344586,4,2.4069428501235888,2.027042725317495,0.1489748466437862,5.0,2.0325097085118973
20060119,2.74349133459574,0.3354408765724316,5,2.7639220836842693,2.3444846143523357,0.7184458356902466,5.0,2.452095537648457
20060120,2.798637215663645,0.8190659260709896,5,2.9160314223526616,2.3677618723146834,1.2000733294234247,5.0,2.654519218235302
20060121,2.6839287870253075,1.205283535750418,5,2.942139040795688,2.2236073814577217,1.5806699141912848,5.0,2.728176527371854
20060122,2.6144014723605484,1.5563330686456354,5,3.042575829661595,2.126736878653938,1.9236179271786833,5.0,2.8676324173069863
20060123,2.3037872630550966,1.5007150214650191,5,2.749469281346065,1.792450181075102,1.8583247460824046,6.0,2.581907921196726
20060124,1.8149582734581635,1.4711437902357616,5,2.336308538259337,1.2839933172981484,1.8178418474682108,6.0,2.225575840377708
20060125,1.137413776432372,1.8009649873320408,6,2.1300668966992675,0.5944473185360384,2.134011896211252,6.0,2.2152594402655934
20060126,0.7928542436663524,2.0593018207452705,6,2.206658523792145,0.2415514343880355,2.375996392376074,6.0,2.3882432773984807
20060127,0.8737749347450409,2.0770466316895595,6,2.2533542435226748,0.3129181045296492,2.3778460566485515,6.0,2.398347266194263
20060128,0.7832568279292695,1.9446791613379864,6,2.096489517989545,0.21271855274386853,2.2312090705114977,6.0,2.241326192015394
20060129,0.5509047503300435,1.7967267554389392,6,1.879287917708818,-0.02800685924241031,2.069651285863846,7.0,2.0698407738863622
20060130,0.1495603176653043,1.6370021372446364,6,1.643820028459215,-0.43305346643732956,1.8957785936173495,7.0,1.9446109587295768
20060131,-0.1143116518063149,1.5816918300072689,7,1.5858172022179704,-0.6989439860383373,1.8230211167483295,7.0,1.952416115414305
20060201,-0.3498592889121837,1.447201363795084,7,1.4888899587976574,-0.9382753978108804,1.6718530426481133,7.0,1.917147182234301
20060202,-0.7474821955469628,1.3080334258500597,7,1.506546074901379,-1.3389889232543233,1.5179455824564312,7.0,2.024117123067924
20060203,-1.0675964089386676,1.1802794499934697,7,1.5914841100229764,-1.6615036737694404,1.3764930890168525,8.0,2.157620838344982
20060204,-1.396430078830837,1.2506017248306598,8,1.8745723883629888,-1.9889690662650032,1.431440615055741,8.0,2.450514268677136
20060205,-1.368753945979584,1.2411953454346023,8,1.84771568434194,-1.9602884335591373,1.4022900502108604,8.0,2.410217444063111
20060206,-1.2738860310997029,1.1006529315256035,8,1.6835149229831192,-1.862835588104982,1.2392521009780473,8.0,2.2373873598661764
20060207,-1.295303967519431,0.8448435184774217,8,1.546471124523471,-1.8797104682394608,0.9607964552975544,8.0,2.111028486999017
20060208,-1.2475643461862718,0.6661815978642428,8,1.414289475039723,-1.8264906930004972,0.7617990147026874,8.0,1.978991154709748
20060209,-1.0387657094178728,0.5033754484768695,8,1.1543054366984962,-1.611014579217728,0.5817255806532038,8.0,1.7128259180776022
20060210,-0.6178703050282481,0.4368249219783487,8,0.7566899803070547,-1.1837685086938472,0.4986858821996359,8.0,1.2845215028486223
20060211,-0.6039262581089481,0.3058537574857881,8,0.6769589693634697,-1.1585235961589213,0.3534081198839479,8.0,1.2112283938452344
20060212,-0.7504800204424243,0.1743254593348956,8,0.7704606588629843,-1.2880525352409242,0.2115752140206904,8.0,1.3053135273674572
20060213,-0.6977067895941028,-0.10659553208778,1,0.7058026435957764,-1.2182157407173677,-0.07482927522769697,1.0,1.220511782557902
20060214,-0.781504631473533,-0.2601099488065085,1,0.8236544630381767,-1.2838108793195442,-0.22729534663734358,1.0,1.3037766482270694
20060215,-0.6827566292805731,-0.4542520454481837,1,0.8200619096266017,-1.16607409189755,-0.4168186026866595,1.0,1.2383321587281642
20060216,-0.6161954384610768,-0.4478676042062732,1,0.7617625675219974,-1.0817953789598358,-0.405548492506132,1.0,1.1553141658063624
20060217,-0.7162283726516973,-0.4702538540975922,1,0.856809062209859,-1.1651817374373128,-0.4232482149020273,1.0,1.2396723489193378
20060218,-0.9505123968062428,-0.587354214135462,1,1.1173445258043888,-1.383701573060111,-0.5350391033516063,1.0,1.4835420066194005
20060219,-0.7882251769988872,-1.1319672422885312,2,1.3793653494521418,-1.208287115963929,-1.0712339900239485,1.0,1.614775531145756
20060220,-0.6118082057134663,-1.4961566328705922,2,1.6164139168730882,-1.0220287808493715,-1.4263496038784427,2.0,1.7547125181546528
20060221,-0.2935833458744945,-1.6521234610990778,2,1.6780056947724755,-0.6961009221818745,-1.5736116820765174,2.0,1.720700502652958
20060222,0.0190085134759442,-1.7242502052401056,3,1.7243549790733668,-0.3765197249336949,-1.6359127888754164,2.0,1.678683340022855
20060223,0.1613117462010375,-1.8128151693369208,3,1.8199781091102385,-0.22562810531338395,-1.7141737722758743,2.0,1.728959156101095
20060224,0.4340875751717106,-2.075560124425366,3,2.120467366648941,0.05500000629618801,-1.966851782576498,3.0,1.9676206278947488
20060225,0.9035578379905908,-2.288498896667145,3,2.460415405300693,0.5307358069389712,-2.1678563671609963,3.0,2.231878519410865
20060226,1.3601215383180163,-1.846838147525364,3,2.2936306900090706,0.992041053431751,-1.7184852828313595,3.0,1.9842724407202643
20060227,1.7594405593007083,-1.269357196350161,4,2.169538838932904,1.3942585517344595,-1.1366758796798648,4.0,1.7988854784367647
20060228,1.82544833509481,-0.7164757791711653,4,1.9610199300974327,1.462399434904869,-0.5829475118377591,4.0,1.5743061674172258
20060301,1.7209460012277165,-0.4629089104990491,4,1.782116662444152,1.3609996592262004,-0.3297683357369796,4.0,1.4003811008681069
20060302,1.6523538652025895,-0.6396250792995886,4,1.7718333832273685,1.296025959408094,-0.5058445591607064,4.0,1.3912447683611104
20060303,1.5925650244132898,-0.6717687660449991,4,1.7284491985644597,1.2381754808719219,-0.5367978579937849,4.0,1.349529718746175
20060304,1.0899080985067156,-0.1835764018056966,4,1.1052601315936674,0.7392929418356871,-0.04834293526077574,4.0,0.7408718467033905
20060305,0.7720557885662238,0.0004553216069828,5,0.772055922829674,0.4266789402755925,0.13583434109930909,5.0,0.4477788363652151
20060306,0.5542049293457224,-0.1772768873735853,4,0.5818678531315886,0.21403898931233695,-0.04026823022375692,4.0,0.217793983643259
20060307,0.4519955556545048,-0.3585496852385227,4,0.5769383494933131,0.11756841592746692,-0.21616190649988337,3.0,0.2460656462112462
20060308,0.2835504861362396,-0.4644399749369183,3,0.5441556473174777,-0.044716788818425224,-0.31418011197056545,2.0,0.3173463942761422
20060309,0.4040589943020259,-0.3160100711200266,4,0.5129581229746235,0.08110303094844312,-0.15749480493836182,3.0,0.1771505439212558
20060310,0.7376737706549941,-0.4041731293401557,4,0.8411411952775653,0.41776973065704176,-0.23573973069265988,4.0,0.479692368586686
20060311,0.9145112675672464,-0.2389198155027526,4,0.9452055526430856,0.5970557608147434,-0.0639855428817166,4.0,0.6004745883215542
20060312,1.0015537463154107,-0.3859926625130331,4,1.0733593257955765,0.6854031656323983,-0.20337749085524282,4.0,0.7149404893034715
20060313,0.9154450071156842,-0.2506687572734286,4,0.9491440285467956,0.6004138785246977,-0.06111391978280528,4.0,0.603516144536573
20060314,0.8862505650824711,-0.1536932364320732,4,0.8994785572952613,0.5725253931639538,0.044387461911042064,5.0,0.5742434784936126
20060315,0.7946387948788138,-0.1077854736044696,4,0.8019155333615838,0.480760058538137,0.09821341490752492,5.0,0.4906894218886225
20060316,1.0111873125400446,-0.2613225658717123,4,1.0444085716211513,0.6909503171302893,-0.04501959114352688,4.0,0.6924154131221933
20060317,1.1947435674507736,-0.285861233587399,4,1.2284660503380265,0.864139437044227,-0.059836585427308214,4.0,0.8662086259156699
20060318,1.1085844131236586,-0.263061206618758,4,1.1393685090647554,0.7655284899884411,-0.027547374969452504,4.0,0.7660239727656638
20060319,1.0591576073890858,-0.3462837574857415,4,1.1143281733800938,0.7027207026194442,-0.10149424975507199,4.0,0.7100123017408292
20060320,1.21790158216081,-0.3083325243580146,4,1.256325280095402,0.8452608042468682,-0.055420153709312914,4.0,0.8470756876650556
20060321,0.8856750214918645,-0.3726384386719022,4,0.9608744193027764,0.49852220896797506,-0.11337260633190621,4.0,0.5112511522733213
20060322,0.8465500999136923,-0.246275114030072,4,0.8816453388151085,0.44357685264852814,0.01498405362788549,5.0,0.4438298616234574
20060323,0.8520401593193796,-0.126510888468062,4,0.8613811223807799,0.435020712253572,0.13381232963812603,5.0,0.4551359792993601
20060324,1.0192633180108546,-0.0717012199671393,4,1.0217821570115972,0.5909658939001935,0.1867009040134509,5.0,0.6197563354357053
20060325,1.2821217566322347,0.0224927274518943,5,1.2823190404957543,0.8411964770863191,0.2767606099571004,5.0,0.8855551638866211
20060326,1.520186503591102,0.2926379524389322,5,1.548096888734097,1.0664198142157817,0.5405413984864036,5.0,1.1955903243292243
20060327,1.67573867119193,0.4153894903056832,5,1.7264554795257567,1.2089935332476072,0.657673294673285,5.0,1.3762992138197807
20060328,1.6261585706266557,0.4280079756072272,5,1.6815417104567831,1.1483032430821472,0.6665926848747585,5.0,1.3277598222575933
20060329,1.7418557550276983,0.3134815106110542,5,1.7698395771419797,1.2537743389394198,0.5497999586513737,5.0,1.3690252326075043
20060330,1.6612920882537086,0.5607260450451944,5,1.7533696416005364,1.1641378402223248,0.792188520851553,5.0,1.4081120564807583
20060331,1.4137359552826132,0.7074281582061183,5,1.5808554488889055,0.9083166874213568,0.9313317082147967,6.0,1.300929650432489
20060401,1.3045572969256267,0.9552351142528488,5,1.6168932755329124,0.789669977916867,1.1690868070141314,6.0,1.4107950369765705
20060402,1.3177224733315038,1.0321869514127842,5,1.6738585422280203,0.7910297937419313,1.2344235661643994,6.0,1.4661274416944237
20060403,1.3279617340541066,0.940185348724331,5,1.6270927622812048,0.7878173070026322,1.130177581436519,6.0,1.377663774218724
20060404,1.2380861199883444,0.9617051675194018,5,1.5677161955345469,0.6872446787212847,1.1407806523781434,6.0,1.3317979371027064
