,nino3,nino4,nino34,nino12,indocW,indocE
1983-01-12,27.70498871940384,28.939465171672172,29.164344457617037,26.98681815638201,27.973547727912294,29.08388444512196
1983-01-13,27.75118046573691,28.909095815274437,29.05963717343917,27.008463141965702,27.9601209799217,29.11566119379882
1983-01-14,27.791049350095083,28.894445499435495,28.980290809095898,27.038310841284993,27.940981314142377,29.11257589238978
1983-01-15,27.827862742076753,28.89143117637987,28.945509175756037,27.09261516162544,27.92394679062409,29.06957857085653
1983-01-16,27.864614735836415,28.896183964880088,28.943236819135226,27.158773677878923,27.915594311868663,29.02799106340057
1983-01-17,27.904368359045638,28.904918054569976,28.961425940143602,27.223876844543774,27.922516839593122,29.029095203237706
1983-01-18,27.95003471215786,28.913840995444982,28.98805097690071,27.275201163991245,27.951272866028177,29.11416366240714
1983-01-19,28.003145521159993,28.913095107359858,29.008637889462154,27.308574179650186,27.97532092285132,29.23531914218722
1983-01-20,28.059479832701378,28.90246229318572,29.0260135212461,27.335981005855885,27.9793808904469,29.3314080087335
1983-01-21,28.112695000902658,28.89239030182534,29.053389735178765,27.367189125328345,27.987720933792485,29.424675217143967
1983-01-22,28.156477268767134,28.893379217521023,29.10400718912823,27.412103264655375,28.024716302858284,29.537397126635685
1983-01-23,28.18453454222253,28.915921264221,29.191070604035065,27.480516608228125,28.11456769509141,29.69187443434761
1983-01-24,28.202967437385087,28.96262100515746,29.300908599984428,27.55318688425674,28.2325971687677,29.853296477447607
1983-01-25,28.221634586412257,29.017132034250306,29.40140120657822,27.616919790682378,28.332069196301095,29.96344623502523
1983-01-26,28.239095860510822,29.06159014500589,29.47730066741245,27.689508852663618,28.405055927660783,30.009962595008997
1983-01-27,28.25392266009061,29.078154181986115,29.513448482744263,27.788584197738476,28.443722295156093,29.980448785035055
1983-01-28,28.264762975958405,29.04891043325306,29.494615494850958,27.93205545998987,28.440205065655903,29.8625616038989
1983-01-29,28.270534450726046,28.99139381251838,29.426660393120216,28.085649280512374,28.40172123897562,29.670684796513058
1983-01-30,28.280326664482025,28.92970245547933,29.332532233121064,28.21121363842196,28.341572494180053,29.45318464446379
1983-01-31,28.30735686408967,28.856061620688312,29.222154300999986,28.319323178024412,28.261711858215186,29.248708821981634
1983-02-01,28.364915900617667,28.762663178465925,29.105489984286887,28.42044779302412,28.16406989463715,29.095788926537644
1983-02-02,28.46623497270144,28.641689031399274,28.992521799473067,28.525130182566603,28.05052280331756,29.033065699989375
1983-02-03,28.598847889410543,28.528589972286674,28.939377510796938,28.606114055215702,27.971101688794533,29.090248209623088
1983-02-04,28.73520755755677,28.459153789683892,28.96508486920476,28.6431566483811,27.956751555954874,29.24421136434701
1983-02-05,28.865238221337787,28.42645679389532,29.023470764473824,28.656721495627572,27.982190230993936,29.454182097545498
1983-02-06,28.978867964599125,28.423507987423516,29.068325757636092,28.667091897610558,28.022083680049906,29.67924459301724
1983-02-07,29.06607223721356,28.443378515875164,29.05343290353906,28.694405253596575,28.051080406039134,29.87859428793717
1983-02-08,29.10337593333362,28.48743723175161,29.000577673749316,28.76592967693218,28.06079888435795,29.990998087616063
1983-02-09,29.0909218292241,28.552889893371514,28.955951299170913,28.869016479982736,28.067505358129853,30.004642847680344
1983-02-10,29.053367266904157,28.62670318522944,28.90929258553836,28.963709325859213,28.083091296698914,29.951935166896515
1983-02-11,29.01527488700373,28.69577813998081,28.85030658059656,29.009846764441633,28.119519187863403,29.865514694366528
1983-02-12,29.001275368260988,28.7470416255999,28.768641244790583,28.96732157893808,28.188653692972338,29.777905800786186
1983-02-13,29.055195906212354,28.75582208277626,28.704741333153553,28.88510702138184,28.27435743764141,29.703247979447873
